"EUPH","Performance Instruction: Euphonium","2100","Euphonium (Musical Arts Freshmen/Sophomores)","BLAIR","PER","UGRD","P"
"REL","Religion","7134","Feminist and Womanist Theological Ethics","GS","SEM","GRAD","P"
"CMA","Cinema and Media Arts","2300","Film Theory","A&amp;S","LEC","UGRD","P"
"M&amp;IM","Microbe - Host Interactions","8334","Foundations In Microbiology And Immunology III","GS","LEC","GRAD","P"
"LOP","Leadership and Organizational Performance","6140","Strategy and Analytics II","PBDY","LEC","PBDP","P"
"SPEDE","Special Education: Early Childhood Education","7991","Extended Student Teaching for Graduate Students","PBDY","INT","PBDP","P"
"HART","History Of Art","1105","History of Western Art","A&amp;S","LEC","UGRD","P"
"CE","Civil Engineering","5999","Special Topics","ENGIN","LEC","GRAD","P"
"RAMT","Therapeutic Radiology","5312","Clinical Therapy Physics II","MED","MTH","MEDM","P"
"PSY","Psychology (AS)","3780","The Visual System","A&amp;S","LEC","UGRD","P"
"CHIN","Chinese","3302W","Advanced Chinese II","A&amp;S","LEC","UGRD","P"
"MGT","Management-OWEN","6634","Indep Study Finance     ","OGSM","IND","GSM","P"
"HIST","History","2710","The U.S. as a World Power. (Formerly 283)","A&amp;S","LEC","UGRD","P"
"PHYS","Physics","1502","Introductory Physics for the Life Sciences II","A&amp;S","LEC","UGRD","P"
"EDUC","Education","6510","Principles of English Language Learner Education","PBDY","LEC","PBDP","P"
"PSCI","Political Science","8370","TOPICS IN POLITICAL SCI ","A&amp;S","LEC","GRAD","P"
"FNEC","Financial Economics","3852","Independent Study in Financial Economics","A&amp;S","IND","UGRD","P"
"HODC","H&amp;OD: Community Leadership and Development","3202","Community Development Theory","PBDY","LEC","UGRD","P"
"ENGL","English","3642","FILM AND MODERNISM      ","A&amp;S","SEM","UGRD","P"
"PSY-PC","Psychology-PC","3860","Directed Research","PBDY","RES","UGRD","P"
"BMIF","Biomedical Informatics (GS)","7380","Data Privacy In Biomedicine","GS","LEC","GRAD","P"
"LAW","Law","7454","Legal Project Management Short Course","LAW","LEC","LAW","P"
"CS","Computer Science","5266","Topics in Big Data","ENGIN","LEC","GRAD","P"
"MATH","Mathematics","3120","INIT&amp;BOUNDRY-VALUE PROB ","A&amp;S","LEC","UGRD","P"
"UNIV","University Courses","0060","Men's Basketball        ","VANDY","LEC","UGRD","P"
"MUSC","Musicianship","3106","Advanced Musicianship VI","BLAIR","SEM","UGRD","P"
"ENGL","English","3658","Latino-American Literature","A&amp;S","SEM","UGRD","P"
"DIV","Divinity","5021","Readings in Ethics","DIV","DIR","DIV","P"
"MATH","Mathematics","6301","Modern Algebra","A&amp;S","LEC","GRAD","P"
"CBIO-GS","Cell Biology","8338","Special Topics Cell Biology","GS","LEC","GRAD","P"
"FNTE","Foreign Programs-Engineering","2099","Graduate Study","ENGIN","LEC","UGRD","P"
"ANTH","Anthropology","3890","SPTOP:UNDERWATER ARCHAEL","A&amp;S","LEC","UGRD","P"
"CE","Civil Engineering","3100W","CIVIL AND ENVIRON LAB   ","ENGIN","LAB","UGRD","P"
"PSCI","Political Science","8363","Survey Research Methods","A&amp;S","SEM","GRAD","P"
"M&amp;IM","Microbe - Host Interactions","8335","Research Proposals: Preparation And Critical Review","GS","LEC","GRAD","P"
"FNTM","Foreign Program Work","0886","Ireland - NUI Galway","A&amp;S","LEC","UGRD","P"
"REL","Religion","6805","From Theology and Worship to Christian Praxis: Liturgy and Ethics","GS","SEM","GRAD","P"
"MGT","Management-OWEN","6517","ADV. CORPORATE STRATEGY ","OGSM","LEC","GSM","P"
"ECON","Economics","9890","Workshop on Economics","A&amp;S","LEC","GRAD","P"
"NURS","Nursing","7022","Advanced Practice Nursing in Pediatric Acute Care-Part I","NURS","LEC","NURS","P"
"GER","German","3202W","Advanced German: Reading, Writing, Analysis","A&amp;S","SEM","UGRD","P"
"NURS","Nursing","7315","WOMEN'S HEALTH CLINICAL ","NURS","CLN","NURS","P"
"NURS","Nursing","6715","CLN INFORMATICS PRACTICU","NURS","CLN","NURS","P"
"MATH","Mathematics","3200","Introduction to Topology","A&amp;S","LEC","UGRD","P"
"SLP","Speech Language Pathology","5397","Speech-Language-Literacy Seminar","MED","SEM","MEDM","P"
"MATH","Mathematics","1200","Single-Variable Calculus I","A&amp;S","DSC","UGRD","P"
"ASIA","Asian Studies","2560","Current Japan-U.S. Relations","A&amp;S","SEM","UGRD","P"
"MGT","Management-OWEN","6694","Independent Study","OGSM","IND","GSM","P"
"BMIF","Biomedical Informatics (GS)","7395","Sp Top Hospital Info Sys","GS","IND","GRAD","P"
"SPAN","Spanish","3830","SPAN MEDICAL PROFESSIONA","A&amp;S","SEM","UGRD","P"
"HDC","Human Development Counseling","7980","Internship in Mental Health Counseling","PBDY","INT","PBDP","P"
"REL","Religion","6848","Religion, Economics and Labor","GS","LEC","GRAD","P"
"NURS","Nursing","6495","Management Practicum II","NURS","CLN","NURS","P"
"MGT","Management-OWEN","6674","IND STUDY: OP'S MGT     ","OGSM","IND","GSM","P"
"ENGL","English","8370","Seminar in the Enlightenment and Its Literary Connections","A&amp;S","SEM","GRAD","P"
"SPED","Special Education","8810","Introduction to Single-Subject Research Methodology","PBDY","LEC","GRAD","P"
"LLO","Leadership and Learning in Organizations","8130","Organizational Theory and Behavior","PBDY","LEC","GRAD","O"
"CLAS","Classics","7850","Independent Study","A&amp;S","IND","GRAD","P"
"CHBE","Chemical and Biomolecular Engineering","7999","Master's Thesis Research","ENGIN","THS","GRAD","P"
"REL","Religion","7134","Women's Bodies, Politics and Policy Making","GS","SEM","GRAD","P"
"HIST","History","1360","Western Civilization since 1700","A&amp;S","LEC","UGRD","P"
"VOIC","Performance Instruction: Voice","2100","Voice","BLAIR","PER","UGRD","P"
"PIAN","Performance Instruction: Piano","4100","Piano (Musical Arts Juniors/Seniors)","BLAIR","PER","UGRD","P"
"FNTM","Foreign Program Work","0855","Australia - University of New South Wales","A&amp;S","LEC","UGRD","P"
"WGS","Women's and Gender Studies","2267","Seminar on Gender and Violence","A&amp;S","SEM","UGRD","P"
"HDC","Human Development Counseling","7500","Special Topics in Human Development Counseling","PBDY","SEM","PBDP","P"
"NSC","Neuroscience","3863","Advanced Research in Neuroscience","A&amp;S","RES","UGRD","P"
"MHS","Medicine, Health, and Society","1001","Commons Seminar","A&amp;S","SEM","UGRD","P"
"ENGL","English","3899","Special Topics in Film","A&amp;S","SEM","UGRD","P"
"DIV","Divinity","5016","Read In New Testament   ","DIV","DIR","DIV","P"
"MGT","Management-OWEN","6939","Contemporary Issues in Real Estate","OGSM","LEC","GSM","P"
"SPAN","Spanish","1100","Elementary Spanish I for True Beginners","A&amp;S","SEM","UGRD","P"
"HART","History Of Art","2680","British Art","A&amp;S","LEC","UGRD","P"
"BMIF","Biomedical Informatics (GS)","7999","Master's Thesis Research","GS","THS","GRAD","P"
"CMST","Communication Studies","2110","Persuasion","A&amp;S","LEC","UGRD","P"
"LAW","Law","8210","Social Enterprise in Theory and Practice","LAW","LEC","LAW","P"
"HEA","Higher Education Administration","7960","Independent Study in Higher Education","PBDY","IND","PBDP","P"
"ENVE","Environmental Engineering","4605","Environmental Thermodynamics, Kinetics, and Mass Transfer","ENGIN","LEC","UGRD","P"
"EDUC","Education","6550","INST STRAT CORPORATE ED ","PBDY","LEC","PBDP","P"
"MGT","Management-OWEN","6475","MFG &amp; SERVICE POLICY    ","OGSM","LEC","GSM","P"
"BME","Biomedical Engineering","3200","BIOMED DATA ANAL        ","ENGIN","LEC","UGRD","P"
"MUSE","Ensembles","1320","Jazz Ensemble: Small Combo","BLAIR","PER","UGRD","P"
"ARTS","Art Studio","1202","DIGITAL IMAGING         ","A&amp;S","STD","UGRD","P"
"NURS","Nursing","8044","Management of Organizations and Systems","NURS","LEC","NURS","WW"
"FREN","French","2611","Phonetics","A&amp;S","LEC","UGRD","P"
"RAMD","Diagnostic Radiology","5396","Medical Physics Clinical Rotations II","MED","CLN","MEDM","ET"
"BSSN","Performance Instruction: Bassoon","1100","Bassoon (elective/ minor / second major)","BLAIR","PER","UGRD","P"
"SPAN","Spanish","5425","Spanish American Literature from 1900 to the Present","A&amp;S","SEM","GRAD","P"
"LAW","Law","7190","Family Law","LAW","LEC","LAW","P"
"CLAR","Performance Instruction: Clarinet","2100","Clarinet (Musical Arts Freshmen/Sophomores)","BLAIR","PER","UGRD","P"
"EDUC","Education","6460","SEM COMMUNITY PSYCH     ","PBDY","LEC","PBDP","P"
"ENGL","English","3740","CRITICAL THEORY         ","A&amp;S","SEM","UGRD","P"
"EUPH","Performance Instruction: Euphonium","4200","Euphonium (Performance Majors Juniors/Seniors)","BLAIR","PER","UGRD","P"
"NURS","Nursing","8022","Evidence-Based Practice II: Evaluating and Applying Evidence","NURS","LEC","NURS","WW"
"MGT","Management-OWEN","6499","Innovation Realization: Commercializing Technology","OGSM","SEM","GSM","P"
"EPID","Epidemiology","8323","Epidemiolgic Methods:  Design and Analysis with Time-to-Event Data","GS","LEC","GRAD","P"
"PSY-PC","Psychology-PC","7950","Child Studies Practicum: Applied Professional","PBDY","PRC","PBDP","ET"
"ME","Mechanical Engineering","4263","Computational Fluid Dynamics and Multiphysics Modeling","ENGIN","LEC","UGRD","P"
"DIV","Divinity","7039","Seminar: Shame &amp; Guilt","DIV","SEM","DIV","P"
"MGT","Management-OWEN","6555","International Seminar","OGSM","PRC","GSM","P"
"ECON","Economics","3200","Public Finance","A&amp;S","LEC","UGRD","P"
"REL","Religion","8810","Zen Buddhism","GS","LEC","GRAD","P"
"PSY","Psychology (AS)","1200","General Psychology","A&amp;S","LEC","UGRD","P"
"LAS","Latin American Studies","2102","Introduction to Brazil","A&amp;S","LEC","UGRD","P"
"PSCI","Political Science","4999","Senior Honors Research","A&amp;S","RES","UGRD","P"
"MHS","Medicine, Health, and Society","4010","Psychiatry, Culture, and Globalization","A&amp;S","SEM","UGRD","P"
"MUSE","Ensembles","1210","Steel Drum/Pan Ensemble","BLAIR","PER","UGRD","P"
"LAW","Law","8190","SECURITIES REGULATION   ","LAW","LEC","LAW","P"
"HIST","History","2510","ISLAMIC WORLD TO 1798   ","A&amp;S","LEC","UGRD","P"
"VLA","Performance Instruction: Viola","2100","Viola (Musical Arts Freshmen/Sophomores)","BLAIR","PER","UGRD","P"
"BMIF","Biomedical Informatics (GS)","6322","Scientific Communication","GS","LEC","GRAD","P"
"COMP","Music Composition","2304","Intermediate Composition IV","BLAIR","PER","UGRD","P"
"PSY","Psychology (AS)","8999","Non-candidate Research","GS","DIS","GRAD","P"
"HIST","History","2590","American Indian History since 1850. (Formerly 168)","A&amp;S","LEC","UGRD","P"
"PSY-GS","Psychology and Human Development (GS)","9999","Ph.D. Dissertation Research","GS","DIS","GRAD","P"
"EDUC","Education","7961","Research in ELL Education","PBDY","RES","PBDP","ET"
"BCB","Biochemistry &amp; Chemical Biology","4320","Advanced Chemical Biology","A&amp;S","LEC","UGRD","P"
"MP&amp;B","Molecular Physiology and Biophysics","8350","Independent Study","GS","IND","GRAD","P"
"LAW","Law","7464","Legal Writing Assistance for Credit","LAW","LEC","LAW","P"
"DIV","Divinity","6802","Constructive Christian Theology, Part II","DIV","LEC","DIV","P"
"CMAP","Comparative Media Analysis and Practice","8004","Media Ecology","GS","LEC","GRAD","P"
"ENGL","English","3658","ETHNIC AMERICAN LIT     ","A&amp;S","SEM","UGRD","P"
"MDE","Education Of The Deaf","5312","Psychology and Culture of the Deaf","MED","LEC","MEDM","P"
"MGT","Management-OWEN","6542","HR TRAINING &amp; DEVELOPMEN","OGSM","LEC","GSM","P"
"EDUC","Education","6310","Advanced Teaching in Secondary Schools","PBDY","LEC","PBDP","P"
"NURS","Nursing","7035","PRACT CHLD SPEC NDS     ","NURS","CLN","NURS","P"
"ANTH","Anthropology","3890","Special Topics","A&amp;S","LEC","UGRD","P"
"MATH","Mathematics","7999","Master's Thesis Research","GS","THS","GRAD","P"
"ASTR","Astronomy","4998","Honors Research and Senior Thesis","A&amp;S","RES","UGRD","P"
"PORT","Portuguese","7071","Spanish American and Brazilian Literature II","A&amp;S","SEM","GRAD","P"
"ARTS","Art Studio","2400","Ceramics II","A&amp;S","STD","UGRD","P"
"MGRL","Managerial Studies","3200","Advanced Marketing","A&amp;S","LEC","UGRD","P"
"HIST","History","5620","The Old South","A&amp;S","LEC","GRAD","P"
"HOD","Human &amp; Organizational Development","4951","Advanced Seminar in Human and Organizational Development","PBDY","SEM","UGRD","EA"
"THTR","Theatre","1611","CONTEMP THEORIES ACTING ","A&amp;S","PER","UGRD","P"
"EDUC","Education","7970","INTERNSHIP IN TEACHING  ","PBDY","INT","PBDP","P"
"ARTS","Art Studio","1101","INTRODUCTION TO STUDIO  ","A&amp;S","STD","UGRD","P"
"SPAN","Spanish","8150","Seminar: Studies in Twentieth-Century Spanish Literature","A&amp;S","SEM","GRAD","P"
"AUD","Audiology","5353","Amplification III","MED","LEC","MEDM","P"
"M&amp;IM","Microbiology and Immunology","7999","Master's Thesis Research","GS","THS","GRAD","P"
"MSTP","Medical Scientist Training Prog","8310","MSTP Seminar Series","GS","SEM","GRAD","P"
"MHS","Medicine, Health, and Society","2110","American Medicine and the World","A&amp;S","LEC","UGRD","P"
"DIV","Divinity","6730","History of Religion in America","DIV","DSC","DIV","P"
"SLP","Speech Language Pathology","7999","Master's Thesis Research","MED","THS","MEDM","P"
"EECE","Electrical &amp; Computer Engineering","3860","Undergraduate Research","ENGIN","RES","UGRD","P"
"NURS","Nursing","6135","Acute Care Nurse Practitioner Practicum in Intensive Care","NURS","PRC","NURS","P"
"IEPM","International Education and Policy Management","6120","International Innovations in K-12 Policy Reform","PBDY","LEC","PBDP","P"
"LPO","Leadership, Policy &amp; Organization","9999","Ph.D. Dissertation Research","PBDY","DIS","GRAD","P"
"MATH","Mathematics","3110","Complex Variables","A&amp;S","LEC","UGRD","P"
"PHIL","Philosophy","3852","Independent Readings","A&amp;S","IND","UGRD","P"
"DIV","Divinity","7054","Critical Issues in Psychotherapy","DIV","SEM","DIV","P"
"DLCM","Performance Instruction: Dulcimer","1100","Dulcimer (elective credit)","BLAIR","PER","UGRD","P"
"REL","Religion","9820","Reading Course In History And Critical Theories Of Religion","GS","IND","GRAD","P"
"AUD","Audiology","5368","Clinical Research Design and Statistical Analysis","MED","LEC","MEDM","P"
"ITA","Italian","1103","ELEMENTARY ITALIAN      ","A&amp;S","LEC","UGRD","P"
"FLUT","Performance Instruction: Flute","4200","Flute (Performance Majors Juniors/Seniors)","BLAIR","PER","UGRD","P"
"FREN","French","1102","Introduction to French in the World","A&amp;S","LEC","UGRD","P"
"MGT","Management-OWEN","6512","TAX OF CORP &amp; SHAREHOLDE","OGSM","LEC","GSM","P"
"ENGM","Engineering Management","3350","Organizational Behavior","ENGIN","LEC","UGRD","P"
"ENED","English Education","2430","Introduction to Language and Communication","PBDY","LEC","UGRD","P"
"EMGT","Executive Management","7712","Managerial Accounting","OGSM","LEC","GSM","P"
"NSC","Neuroscience","3260","Psychopharmacology","A&amp;S","LEC","UGRD","P"
"ANTH","Anthropology","1301","INTRO TO CULTURAL ANTH  ","A&amp;S","LEC","UGRD","P"
"RAMD","Diagnostic Radiology","5393","Doctoral Independent Study I","MED","IND","MEDM","P"
"DIV","Divinity","7022","Men,Masculinities &amp; Rel ","DIV","SEM","DIV","P"
"ELP","Educational Leadership and Policy","8240","K-12 Education Law","PBDY","LEC","PBDP","P"
"LAW","Law","7168","Employment Law","LAW","LEC","LAW","P"
"LAW","Law","9076","Health Policy Seminar","LAW","SEM","LAW","P"
"SPEDH","Special Education: High Incidence","3338","Teaching Reading to Students with Disabilities","PBDY","LEC","UGRD","P"
"HIST","History","2800","Modern Medicine. (Formerly 204)","A&amp;S","LEC","UGRD","P"
"LAW","Law","7321","Introduction to Private Equity Short Course","LAW","LEC","LAW","P"
"AUD","Audiology","5340","Amplification I","MED","LAB","MEDM","P"
"PIAN","Performance Instruction: Piano","2100","Piano (Musical Arts Freshmen/Sophomores)","BLAIR","PER","UGRD","P"
"GER","German","5111","German for Graduate Reading","A&amp;S","RES","GRAD","P"
"SPAN","Spanish","4999","Senior Honors Thesis","A&amp;S","SRT","UGRD","P"
"MUSO","Other Music Courses","1001","Commons Seminar","BLAIR","SEM","UGRD","P"
"FNTM","Foreign Program Work","0884","BISA:Trinity College Dublin","A&amp;S","LEC","UGRD","P"
"SPEDH","Special Education: High Incidence","7200","Advanced Trends and Issues for Students with Behavior Disorders","PBDY","LEC","PBDP","P"
"MGT","Management-OWEN","6552","SPANISH FOR BUSINESS    ","OGSM","LEC","GSM","P"
"LWEC","Law and Economics","8431","Risk and Environmental Regulation II","GS","LEC","GRAD","P"
"NSC","Neuroscience","3235","Biological Basis of Mental Disorders. (Formerly Psychology 235)","A&amp;S","LEC","UGRD","P"
"HOD","Human &amp; Organizational Development","3850","Independent Study in Human and Organizational Development","PBDY","IND","UGRD","IS"
"PHYS","Physics","8000","POLITICAL THEORY        ","A&amp;S","SEM","GRAD","P"
"REL","Religion","6575","Ot Theol&amp;Bibl Theol     ","GS","SEM","GRAD","P"
"MGT","Management-OWEN","6674","QUAN ANALYSIS IND STUDY ","OGSM","IND","GSM","P"
"ENGL","English","1111","First-Year Writing Seminar","A&amp;S","FWS","UGRD","P"
"NURS","Nursing","6615","NEONATAL PRACTICUM      ","NURS","CLN","NURS","P"
"CBIO-GS","Cell Biology","8320","Cancer And Development  ","GS","LEC","GRAD","P"
"EDUC","Education","9999","Dissertation Research","PBDY","DIS","GRAD","ET"
"EDUC","Education","7960","Research in Education","PBDY","RES","PBDP","ET"
"ENGL","English","5290","Special Topics in Creative Writing","A&amp;S","LEC","GRAD","P"
"PSY-PC","Psychology-PC","7980","Internship in Applied Child Studies","PBDY","INT","PBDP","ET"
"EMGT","Executive Management","7652","Capstone Project (AMBA)","OGSM","LEC","GSM","P"
"NURS","Nursing","6525","Practicum in Primary Health Care of the Child and Adolescent","NURS","CLN","NURS","P"
"MGT","Management-OWEN","6511","Advanced Financial Reporting and Analysis","OGSM","LEC","GSM","P"
"HONS","Honors","1850W","College Honors Seminar in Mathematics and Natural Science","A&amp;S","SEM","UGRD","P"
"UNIV","University Courses","0031","Golf Practice - Women's","VANDY","LEC","UGRD","P"
"ENED","English Education","6360","SEM IN COLLEGE ENG TCHNG","PBDY","LEC","PBDP","P"
"HEA","Higher Education Administration","7960","Readings and Research in Higher Education","PBDY","IND","PBDP","EA"
"HONS","Honors","1820W","College Perspectives Honors Seminar","A&amp;S","SEM","UGRD","P"
"HIST","History","6110","Introduction to Historical Methods and Research","A&amp;S","SEM","GRAD","P"
"WGS","Women's and Gender Studies","3880","Internship Training","A&amp;S","INT","UGRD","P"
"MDE","Education Of The Deaf","5354","Cochlear Implants for Infants and Children","MED","LEC","MEDM","P"
"VLA","Performance Instruction: Viola","1100","Viola (elective credit and General Music Minors)","BLAIR","PER","UGRD","P"
"HIST","History","2105","Interdisciplinary Historical Studies","A&amp;S","LEC","UGRD","P"
"VLA","Performance Instruction: Viola","2100","Viola","BLAIR","PER","UGRD","P"
"ANTH","Anthropology","3851","Independent Research","A&amp;S","IND","UGRD","P"
"EPID","Epidemiology","8325","Scientific Writing II - Proposal Development in Epidemiology","GS","LEC","GRAD","P"
"EUS","European Studies","3851","Independent Readings and/or Research","A&amp;S","IND","UGRD","P"
"CANB","Cancer Biology (GS)","9999","Ph.D. Dissertation Research","GS","DIS","GRAD","P"
"BSCI","Biological Sciences","1511","INTRO BIOLOGICAL SCIENCE","A&amp;S","LEC","UGRD","P"
"PHAR-GS","Pharmacology (GS)","8350","Independent Study","GS","IND","GRAD","P"
"MHS","Medicine, Health, and Society","3850","INDEPENDENT STUDY       ","A&amp;S","IND","UGRD","P"
"PSCI","Political Science","3272W","The War in Iraq, 2003-2011","A&amp;S","LEC","UGRD","P"
"MUSO","Other Music Courses","2000","4-ConvTransfer: MUSO  40AT         (0401)    (MUSO NO EQ )        USED: CRS","BLAIR","LEC","UGRD","P"
"NURS","Nursing","5595","Independ Study: Clinical","NURS","CLN","NURS","P"
"PORT","Portuguese","4425","Modern Brazilian Literature","A&amp;S","SEM","UGRD","P"
"EDUC","Education","3116","Practicum in Teaching Early Childhood Reading and Language Arts","PBDY","PRC","UGRD","P"
"SPAN","Spanish","9660","Special Studies in Spanish Literature","A&amp;S","IND","GRAD","P"
"PSCI","Political Science","8999","Non-candidate Research","GS","DIS","GRAD","P"
"BUS","Business","2600","Principles of Marketing","VANDY","LEC","UGRD","P"
"NRSC","Nursing Science","8395","Research Practicum","GS","PRC","GRAD","P"
"MATH","Mathematics","4600","Numerical Analysis","A&amp;S","LEC","UGRD","P"
"SPEDH","Special Education: High Incidence","3318","Assessment Strategies for Students with Disabilities","PBDY","LEC","UGRD","P"
"DIV","Divinity","6802","SYSTEMATIC THEOLOGY     ","DIV","LEC","DIV","P"
"LAW","Law","6849","Community Enterprise Clinic","LAW","PRC","LAW","P"
"CS","Computer Science","9999","Ph.D. Dissertation Research","ENGIN","DIS","GRAD","P"
"TROM","Performance Instruction: Trombone","2200","Trombone (Performance Majors Freshmen/Sophomores)","BLAIR","PER","UGRD","P"
