"EDUC","Education","3740","ELL Methods and Materials","PBDY","LEC","UGRD","P"
"LAW","Law","7244","INTELLECTUAL PROPERTY   ","LAW","LEC","LAW","P"
"SOC","Sociology","1020","Contemporary Social Issues","A&amp;S","LEC","UGRD","P"
"EDUC","Education","6510","Principles of ELL Education","PBDY","LEC","PBDP","P"
"NURS","Nursing","6610","Theoretical Foundations of Neonatal Care","NURS","LEC","NURS","P"
"LAW","Law","7116","FOOD&amp;DRUG ADMINISTRATION","LAW","LEC","LAW","P"
"FREN","French","3730","BAUDELAIRE &amp; SYMBOLISTS ","A&amp;S","LEC","UGRD","P"
"BNJO","Performance Instruction: Banjo","1100","Banjo (elective credit)","BLAIR","PER","UGRD","P"
"HODI","H&amp;OD: International Leadership and Policy","3240","Effectiveness in International For-Profit Organizations","PBDY","LEC","UGRD","P"
"MATH","Mathematics","1301","Accelerated Single-Variable Calculus II","A&amp;S","DSC","UGRD","P"
"ANTH","Anthropology","6372","Human Osteology","A&amp;S","LEC","GRAD","P"
"MATH","Mathematics","9100","Seminar in Analysis","A&amp;S","SEM","GRAD","P"
"MGT","Management-OWEN","6903","International Exchange","OGSM","PRC","GSM","EA"
"FREN","French","3224","Medieval French Literature","A&amp;S","LEC","UGRD","P"
"PSY","Psychology (AS)","8310","RES METHS CLINICAL PSY  ","A&amp;S","LEC","GRAD","P"
"PSY-PC","Psychology-PC","3980","Honors Seminar","PBDY","RES","UGRD","P"
"ANTH","Anthropology","3890","SPTOP:UNDERWATER ARCHAEL","A&amp;S","LEC","UGRD","P"
"ECON","Economics","3610","BUS COND ANLYS&amp;FORECSTNG","A&amp;S","LEC","UGRD","P"
"SPED","Special Education","2310","Managing Academic and Social Behavior","PBDY","LEC","UGRD","P"
"MHS","Medicine, Health, and Society","2250","War and the Body","A&amp;S","LEC","UGRD","P"
"DIV","Divinity","7127","SP TOP:LEADERSHIP/CHURCH","DIV","SEM","DIV","P"
"SAX","Performance Instruction: Saxophone","4100","Saxophone (Musical Arts Juniors/Seniors)","BLAIR","PER","UGRD","P"
"PSCI","Political Science","8901","Independent Study","A&amp;S","IND","GRAD","IS"
"MATH","Mathematics","3320","Error-Correcting Codes and Cryptography","A&amp;S","LEC","UGRD","P"
"HONS","Honors","1830W","College Honors Seminar in Behavioral and Social Sciences","A&amp;S","SEM","UGRD","P"
"BSCI","Biological Sciences","3965","Undergraduate Seminar","A&amp;S","SEM","UGRD","P"
"SPAN","Spanish","4810","Images of the City","A&amp;S","SEM","UGRD","P"
"HODE","H&amp;OD: Education Policy","3215","Education and Public Policy","PBDY","LEC","UGRD","P"
"ASIA","Asian Studies","2608","Chinese Drama: 13th to 20th Centuries","A&amp;S","LEC","UGRD","P"
"EDUC","Education","7984","Internship in Curriculum Development","PBDY","INT","PBDP","ET"
"DIV","Divinity","7907","Year-Long Internship","DIV","INT","DIV","P"
"HIST","History","1700","History of the United States to 1865","A&amp;S","LEC","UGRD","P"
"HIST","History","2720","World War II. (Formerly 188)","A&amp;S","LEC","UGRD","P"
"SC","Scientific Computing","3851","Independent Study in Scientific Computing","ENGIN","DIR","UGRD","P"
"UNIV","University Courses","6215","From Academic Insight to Entrepreneurial Impact","VANDY","LEC","GRAD","P"
"LAW","Law","7266","International Criminal Law","LAW","LEC","LAW","P"
"JS","Jewish Studies","1010","Judaism: An Introduction","A&amp;S","LEC","UGRD","P"
"DIV","Divinity","7042","Death and Dying","DIV","SEM","DIV","P"
"MGT","Management-OWEN","6423","MANAGERIAL ECONOMICS    ","OGSM","LEC","GSM","P"
"MGT","Management-OWEN","6316","Engagement Communication","OGSM","LEC","GSM","P"
"LAW","Law","7810","Independent Study","LAW","IND","LAW","IS"
"DIV","Divinity","5108","Elementary Arabic I     ","DIV","LTI","DIV","P"
"BSCI","Biological Sciences","3890","Special Topics in Biological Sciences","A&amp;S","LEC","UGRD","P"
"MGT","Management-OWEN","6412","FEDERAL INCOME TAXATION ","OGSM","LEC","GSM","P"
"NURS","Nursing","6812","Evolution of Midwifery in America","NURS","LEC","NURS","P"
"EES","Earth and Environmental Sciences","2510","Earth Systems through Time","A&amp;S","LAB","UGRD","P"
"EDUC","Education","6520","Foundations for ELL Education","PBDY","LEC","PBDP","P"
"ASTR","Astronomy","1010L","Introductory Nighttime Astronomy Laboratory","A&amp;S","LAB","UGRD","P"
"CE","Civil Engineering","4510","Traffic Engineering","ENGIN","LEC","UGRD","P"
"PHIL","Philosophy","3615","PHILOSOPHY OF FILM      ","A&amp;S","LEC","UGRD","P"
"LWEC","Law and Economics","8999","Non-Candidate Research","GS","RES","GRAD","IS"
"MDE","Education Of The Deaf","5584","Independent Practicum","MED","PRC","MEDM","P"
"GER","German","2202","Intermediate German II","A&amp;S","LEC","UGRD","P"
"MGT","Management-OWEN","6331","MANAGERIAL FINANCE      ","OGSM","LEC","GSM","P"
"MSE","Materials Science &amp; Engineering","6310","Atomic Arrangements in Solids","ENGIN","LEC","GRAD","P"
"EDUC","Education","3750","Linguistics and Language Acquisition for ELL Teachers","PBDY","LEC","UGRD","P"
"HIST","History","1410","U.S. 1877-1945: Reconstruction through World War II","A&amp;S","LEC","UGRD","P"
"BUS","Business","2600","Principles of Marketing","VANDY","LEC","UGRD","P"
"DIV","Divinity","6700","Formation of Christian Traditions","DIV","LEC","DIV","P"
"ENGM","Engineering Management","2440","Applied Behavioral Science","ENGIN","LEC","UGRD","P"
"DLCM","Performance Instruction: Dulcimer","1100","Dulcimer","BLAIR","PER","UGRD","P"
"DIV","Divinity","6706","Desert Spirituality in Early Christianity","DIV","SEM","DIV","P"
"RAMD","Diagnostic Radiology","5393","Doctoral Independent Study I","MED","IND","MEDM","P"
"CHBE","Chemical and Biomolecular Engineering","4800","The Molecular and Cellular Mechanome","ENGIN","LEC","UGRD","P"
"ANTH","Anthropology","3261","INTRO GIS &amp; REM SENSING ","A&amp;S","LEC","UGRD","P"
"ARTS","Art Studio","2500","Sculpture II","A&amp;S","STD","UGRD","P"
"MATH","Mathematics","5890","Selected Topics","A&amp;S","SEM","GRAD","P"
"EDUC","Education","9999","Ph.D. Dissertation Research","PBDY","DIS","GRAD","ET"
"MSE","Materials Science &amp; Engineering","8991","Seminar","ENGIN","SEM","GRAD","P"
"PHYS","Physics","8999","Non-candidate Research","GS","DIS","GRAD","P"
"JS","Jewish Studies","5890","Special Topics","A&amp;S","LEC","GRAD","P"
"PSY","Psychology (AS)","3635","Health Psychology","A&amp;S","LEC","UGRD","P"
"AADS","African American and Diaspora Studies","3258","Black Issues in Education","A&amp;S","LEC","UGRD","P"
"FNTM","Foreign Program Work","0857","Australia - Murdoch University","A&amp;S","LEC","UGRD","EA"
"CMST","Communication Studies","2100","ARGUMENTATION &amp; DEBATE  ","A&amp;S","LEC","UGRD","P"
"CS","Computer Science","6376","Foundations of Hybrid and Embedded Systems","ENGIN","LEC","GRAD","P"
"OBOE","Performance Instruction: Oboe","1100","Oboe (elective credit and General Music Minors)","BLAIR","PER","UGRD","P"
"HIST","History","2130","Greece and the Near East from Alexander to Theodosius","A&amp;S","LEC","UGRD","P"
"MS","Military Science","1510","AMER MIL HIST I         ","A&amp;S","LEC","UGRD","P"
"RAMT","Therapeutic Radiology","5391","Medical Physics Therapeutic Practicum I","MED","PRC","MEDM","P"
"SPAN","Spanish","1102","ELEMENTARY SPANISH II   ","A&amp;S","SEM","UGRD","P"
"BME","Biomedical Engineering","8901","Special Topics","ENGIN","LEC","GRAD","P"
"UNIV","University Courses","0060","Men's Basketball        ","VANDY","LEC","UGRD","P"
"HODH","H&amp;OD: Health and Human Services","3211","Introduction to Counseling","PBDY","LEC","UGRD","P"
"ARTS","Art Studio","1202","Digital Imaging I","A&amp;S","STD","UGRD","P"
"ENGL","English","3891","HONORS SEMINAR: POETRY  ","A&amp;S","SEM","UGRD","P"
"EDUC","Education","4962","TCHNG SS FOR ED CH      ","PBDY","SEM","UGRD","P"
"PSY","Psychology (AS)","3750","PERCEPTION              ","A&amp;S","LEC","UGRD","P"
"STPN","Performance Instruction: Steel Pan","1100","Steel Drum (elective credit and general music minors)","BLAIR","PER","UGRD","P"
"LWEC","Law and Economics","9999","Ph.D. Dissertation Research","GS","DIS","GRAD","P"
"MGT","Management-OWEN","6903","INTL EXCHANGE           ","OGSM","PRC","GSM","EA"
"PHYS","Physics","3600","Undergraduate Seminar","A&amp;S","SEM","UGRD","P"
"HORN","Performance Instruction: Horn","1100","Horn (elective/ minor / second major)","BLAIR","PER","UGRD","P"
"MUTH","Music Theory","3100","Individual Theory Instruction (Elective)","BLAIR","IND","UGRD","P"
"HARP","Performance Instruction: Harp","1000","Harp Performance Class","BLAIR","PER","UGRD","P"
"CHIN","Chinese","3301","READINGS CONTEMP CHINESE","A&amp;S","SEM","UGRD","P"
"CMST","Communication Studies","3750","Rhetoric of the Body","A&amp;S","LEC","UGRD","P"
"EES","Earth and Environmental Sciences","4998","Senior Honors Research","A&amp;S","RES","UGRD","P"
"LAW","Law","5775","Journal of Transnational Law Executive Board","LAW","PUB","LAW","P"
"SOC","Sociology","3223","SCHLS&amp;SOCTY:SOC OF EDUC ","A&amp;S","LEC","UGRD","P"
"CREO","Haitian Creole Language","5101","Elementary Creole I (Duke)","A&amp;S","LEC","GRAD","P"
"HONS","Honors","1860W","College Honors Seminar in International Cultures","A&amp;S","SEM","UGRD","P"
"DIV","Divinity","7900","Supervised Ministry and Seminar","DIV","INT","DIV","P"
"CLAS","Classics","3120","Humor, Ancient to Modern","A&amp;S","SEM","UGRD","P"
"SPEDH","Special Education: High Incidence","7410","ADV INSTR PROC MILD/MOD ","PBDY","LEC","PBDP","P"
"FNTM","Foreign Program Work","0875","England - University College London","A&amp;S","LEC","UGRD","EA"
"REL","Religion","5101","Elementary Biblical Hebrew I","GS","LEC","GRAD","P"
"ARA","Arabic","3301","Arabic of the Qur'an and Other Classical Texts","A&amp;S","LEC","UGRD","P"
"ENGM","Engineering Management","3000","Enterprise System Design","ENGIN","LEC","UGRD","P"
"CREO","Haitian Creole Language","5101","Creole Elementary I (Duke)","A&amp;S","LEC","GRAD","P"
"CE","Civil Engineering","5510","Traffic Engineering","ENGIN","LEC","GRAD","P"
"ME","Mechanical Engineering","5251","Modern Manufacturing Processes","ENGIN","LEC","GRAD","P"
"JAPN","Japanese","3891","Fourth-Year Japanese I","A&amp;S","SEM","UGRD","P"
"SLS","Second Language Studies","6030","Foreign Language Learning and Teaching","A&amp;S","LEC","GRAD","P"
"MATH","Mathematics","4320","Lattice Theory and the Theory of Ordered Sets","A&amp;S","LEC","UGRD","P"
"FNTM","Foreign Program Work","0802","South Africa - University of Cape Town","A&amp;S","LEC","UGRD","EA"
"PATH-GS","Molecular Pathology and Immunology","8339","Foundations of lmmunology","GS","LEC","GRAD","P"
"BSCI","Biological Sciences","2520","Biochemistry I","A&amp;S","LEC","UGRD","P"
"DIV","Divinity","7037","Seminar in Shame and Guilt","DIV","SEM","DIV","P"
"CS","Computer Science","1101","PROG METH &amp; PROB SOLV   ","ENGIN","LEC","UGRD","P"
"FREN","French","2203","INTERMED FRENCH         ","A&amp;S","LEC","UGRD","P"
"HIST","History","8050","STUDIES COMPARATIVE HIST","A&amp;S","SEM","GRAD","P"
"SLP","Speech Language Pathology","5388","Independent Study/Readin","MED","IND","MEDM","P"
"ARTS","Art Studio","1700","Video Art","A&amp;S","STD","UGRD","P"
"ECON","Economics","6200","Macroeconomic Theory (M.A. Level)","A&amp;S","LEC","GRAD","P"
"LAW","Law","9170","WHITE COLLAR CRIME SEMIN","LAW","SEM","LAW","P"
"MGT","Management-OWEN","6449","ORG OF INNOVATION       ","OGSM","LEC","GSM","P"
"PSY-PC","Psychology-PC","7980","SPEC TOP:ADULT DEVELOPMT","PBDY","INT","PBDP","ET"
"SPEDE","Special Education: Early Childhood Education","7600","REMEDIAL READING        ","PBDY","LEC","PBDP","P"
"HEA","Higher Education Administration","6310","College and University Finance","PBDY","LEC","PBDP","P"
"PSCI","Political Science","3851","Independent Research","A&amp;S","IND","UGRD","IS"
"CHIN","Chinese","3851","Independent Study","A&amp;S","IND","UGRD","IS"
"LAW","Law","7244","LAW/DIVINITY JOINT DEGRE","LAW","LEC","LAW","P"
"GRK","Greek","5101","Beginning Greek I","A&amp;S","SEM","GRAD","P"
"NSC","Neuroscience","3860","Introduction to Neuroscience Research.","A&amp;S","DIR","UGRD","P"
"ANTH","Anthropology","8000","SEM:ANTHRO THEORY I     ","A&amp;S","LEC","GRAD","P"
"FLUT","Performance Instruction: Flute","2100","Flute (Musical Arts Freshmen/Sophomores; Performance Minors; 2nd Majors)","BLAIR","PER","UGRD","P"
"PSCI","Political Science","3852","Independent Research","A&amp;S","IND","UGRD","P"
"BCHM-GS","Biochemistry (GS)","7999","Master's Thesis Research","GS","THS","GRAD","P"
"CE","Civil Engineering","5400","Construction Project Management","ENGIN","LEC","GRAD","P"
"CHBE","Chemical and Biomolecular Engineering","5300","Fluid Mechanics and Heat Transfer","ENGIN","LEC","GRAD","P"
"SPAN","Spanish","3850","Independent Study","A&amp;S","IND","UGRD","IS"
"MGT","Management-OWEN","6634","Independent Study","OGSM","IND","GSM","IS"
"LAS","Latin American Studies","7999","Master's Thesis Research","GS","THS","GRAD","IS"
"REL","Religion","6700","The Formation Of The Christian Tradition","GS","LEC","GRAD","P"
"FNTE","Foreign Programs-Engineering","2099","Graduate Study","ENGIN","LEC","UGRD","P"
"LAW","Law","7214","Law/Divinity Colloquium ","LAW","LEC","LAW","P"
"MATH","Mathematics","8997","Advanced Independent Study","A&amp;S","IND","GRAD","IS"
"ANTH","Anthropology","3261","Introduction to Geographic Information Systems and Remote Sensing","A&amp;S","LEC","UGRD","P"
"PIAN","Performance Instruction: Piano","2200","Piano (Performance Majors Freshmen/Sophomores)","BLAIR","PER","UGRD","P"
"BSCI","Biological Sciences","3270","STATISTICAL METH IN BIOL","A&amp;S","LEC","UGRD","P"
"HDC","Human Development Counseling","6110","Appraisal and Assessment","PBDY","LEC","PBDP","P"
"SPEDH","Special Education: High Incidence","3358","Advanced Instructional Principles &amp; Procedures in Reading for Students with Disabilities","PBDY","LEC","UGRD","P"
"ELP","Educational Leadership and Policy","8220","Educational Accountability and Student Assessment","PBDY","LEC","PBDP","P"
"BASS","Performance Instruction: Bass","2100","Double Bass (Musical Arts Freshmen/Sophomores)","BLAIR","PER","UGRD","P"
"EES","Earth and Environmental Sciences","5420","Geomorphology","A&amp;S","LEC","GRAD","P"
"CPBP","Chemical and Physical Biology","8350","Independent Study","GS","IND","GRAD","P"
"ANTH","Anthropology","6262","Ethics in Anthropology, Archaeology, and Development","A&amp;S","SEM","GRAD","P"
"VLA","Performance Instruction: Viola","1100","Viola (elective/ minor / second major)","BLAIR","PER","UGRD","P"
"EMGT","Executive Management","7724","Strategic Management for Emerging Markets (AMBA)","OGSM","LEC","GSM","EA"
"HODI","H&amp;OD: International Leadership and Policy","3850","Independent Study in International Leadership and Development","PBDY","IND","UGRD","IS"
"MUED","Music Teacher Education","3880","Experiential Instruction in Music I","BLAIR","LAB","UGRD","P"
"FNTM","Foreign Program Work","0861","Bisa:univ Of Canterbury ","A&amp;S","LEC","UGRD","EA"
"CS","Computer Science","1151","Computers and Ethics","ENGIN","LEC","UGRD","P"
"EECE","Electrical &amp; Computer Engineering","3235L","Electronics I Laboratory","ENGIN","LAB","UGRD","P"
"CE","Civil Engineering","3841","Directed Study","ENGIN","DIR","UGRD","IS"
"FNTM","Foreign Program Work","0879","VU Program:Institut d'Etudes Politiques (aka Sciences Po)","A&amp;S","LEC","UGRD","EA"
"PSCI","Political Science","2226","BUS FOUNDATNS INT'L RELS","A&amp;S","LEC","UGRD","P"
"REL","Religion","6706","The History of Monasticism","GS","SEM","GRAD","P"
"JAPN","Japanese","2201","INTERM MODERN JAPANESE  ","A&amp;S","DRI","UGRD","P"
"REL","Religion","6927","Lib&amp;Homil Th:Preach&amp;Poor","GS","LEC","GRAD","P"
"PSCH","Peabody/Patterson Scholars Seminar","2110","Patterson Scholarship Seminar II","PBDY","SEM","UGRD","P"
"DIV","Divinity","5000","Divinity Orientation","DIV","LEC","DIV","P"
"FREN","French","7060","FRENCH LITERARY THEORY  ","A&amp;S","LEC","GRAD","P"
"MGT","Management-OWEN","6551","Strategy &amp; Operations Consulting Project","OGSM","LEC","GSM","P"
"DRUM","Performance Instruction: Drumset","1100","Percussion              ","BLAIR","PER","UGRD","P"
"JS","Jewish Studies","3880","Internship Training","A&amp;S","INT","UGRD","EA"
"LAW","Law","7214","Health Care Fraud and Abuse","LAW","LEC","LAW","P"
"CE","Civil Engineering","5401","Advanced Construction Project Management","ENGIN","LEC","GRAD","P"
"RLST","Religious Studies","1500","INTRODUCTION TO ISLAM   ","A&amp;S","LEC","UGRD","P"
"ENGL","English","3891","Special Topics in Creative Writing","A&amp;S","SEM","UGRD","P"
"EUS","European Studies","4998","Senior Honors Research","A&amp;S","SRT","UGRD","IS"
"MGT","Management-OWEN","6352","Managerial Writing","OGSM","LEC","GSM","P"
"PVUA","Peabody Vanderbilt Abroad","0830","VU SIT Amman, Jordan: Modernization and Social Change","PBDY","LEC","UGRD","P"
"PHIL","Philosophy","1004","Introduction to Asian Philosophy","A&amp;S","LEC","UGRD","P"
"ANTH","Anthropology","8999","Non-candidate Research","GS","DIS","GRAD","IS"
"RUSS","Russian","1874","Russian Fairy Tales","A&amp;S","LEC","UGRD","P"
"BSCI","Biological Sciences","2050","Non-Equivalent Credit (BSCI Elective)","A&amp;S","LEC","UGRD","P"
"HRSP","Hearing &amp; Speech Sciences","8384","Advanced Seminar In Audiology","GS","SEM","GRAD","P"
"MUSE","Ensembles","2120","Vanderbilt Chorale","BLAIR","PER","UGRD","P"
"EDUC","Education","7981","Internship in English Language Learner Education","PBDY","INT","PBDP","ET"
"MGT","Management-OWEN","6533","Derivatives Markets","OGSM","LEC","GSM","P"
"SPEDS","Special Education Multiple and Severe Disabilities","7300","Advanced Procedures for Transition to Adult Life","PBDY","LEC","PBDP","P"
"BIOS","Biostatistics","6341","Fundamentals of Probability","GS","LEC","GRAD","P"
"HDC","Human Development Counseling","7980","Internship in Clinical Mental Health Counseling","PBDY","INT","PBDP","EA"
"ITA","Italian","2203","Intermediate Italian","A&amp;S","LEC","UGRD","P"
"MS-PC","Military Science-PC","3110","Leadership and Problem Solving","PBDY","LAB","UGRD","P"
"HART","History Of Art","1330W","Heaven on Earth: Sacred Sites in World History","A&amp;S","SEM","UGRD","P"
"PSY-PC","Psychology-PC","2200","PSYCHOLOGY OF THINKING  ","PBDY","LEC","UGRD","P"
"INTE","Interdisciplinary (GS)","7999","Master's Thesis Research","GS","THS","GRAD","P"
"NURS","Nursing","7285","Practicum in Psychiatric - Mental Health Nursing III","NURS","CLN","NURS","EA"
"CHBE","Chemical and Biomolecular Engineering","3860","Undergraduate Research","ENGIN","RES","UGRD","P"
"NURS","Nursing","8068","Online Methodologies for Nursing Education","NURS","LEC","NURS","O"
"HODH","H&amp;OD: Health and Human Services","3231","Introduction to Health Services","PBDY","LEC","UGRD","P"
"MUSC","Musicianship","3105","ADV EAR TRAINING VII    ","BLAIR","SEM","UGRD","P"
"LAW","Law","7476","PRODUCTS LIABILITY AND M","LAW","LEC","LAW","P"
"REL","Religion","6552","Syriac","GS","LEC","GRAD","P"
"CHBE","Chemical and Biomolecular Engineering","4950W","Chemical Engineering Process Design","ENGIN","LAB","UGRD","P"
"MGT","Management-OWEN","6557","Global Business Club Immersion Trip: Doing Business in Brazil Fall 2009","OGSM","LEC","GSM","EA"
"EES","Earth and Environmental Sciences","5310","Global Climate Change","A&amp;S","LEC","GRAD","P"
"PHYS","Physics","1601","General Physics I","A&amp;S","LEC","UGRD","P"
"HDC","Human Development Counseling","6430","Diagnosis and Treatment Planning Using the DSM","PBDY","LEC","PBDP","P"
"MGT","Management-OWEN","6411","Financial Reporting II","OGSM","LEC","GSM","P"
"CHEM","Chemistry","4050","ORGANOMETALLIC CHEMISTRY","A&amp;S","LEC","UGRD","P"
"ENED","English Education","6360","SEM IN COLLEGE ENG TCHNG","PBDY","LEC","PBDP","P"
"EDUC","Education","6530","PERSNL ADM &amp; NEGO       ","PBDY","LEC","PBDP","P"
"REL","Religion","6645","Latin American Biblical Criticism","GS","LEC","GRAD","P"
"REL","Religion","9999","Ph.D. Dissertation Research","GS","DIS","GRAD","P"
"MGT","Management-OWEN","6574","Management Science in Spreadsheets","OGSM","LEC","GSM","P"
"PSY","Psychology (AS)","8326","ADV STANDING IN PSYCH TH","A&amp;S","PRC","GRAD","P"
"BSCI","Biological Sciences","9999","PH D DISSERTATN RESEARCH","GS","DIS","GRAD","IS"
"BME","Biomedical Engineering","7450","Advanced Quantitative and Functional Imaging","ENGIN","LEC","GRAD","P"
"EDUC","Education","7992","Capstone Seminar","PBDY","SEM","PBDP","P"
"EES","Earth and Environmental Sciences","1510","The Dynamic Earth: Introduction to Geological Sciences","A&amp;S","DSC","UGRD","P"
"LAW","Law","6040","Legal Writing I","LAW","LEC","LAW","P"
"HIST","History","2270","Intel Hist Early Mod Eur","A&amp;S","LEC","UGRD","P"
"CHIN","Chinese","2201","Intermediate Chinese I (Formerly 214)","A&amp;S","LEC","UGRD","P"
"ENGL","English","8410","Seminar in Romantic Prose and Poetry","A&amp;S","SEM","GRAD","P"
"CS","Computer Science","2212","Discrete Structures","ENGIN","LEC","UGRD","P"
"MPED","Music Pedagogy","3130","Vocal Pedagogy          ","BLAIR","SEM","UGRD","P"
"COMP","Music Composition","4970","Senior Composition Recital","BLAIR","PER","UGRD","P"
"EDUC","Education","6550","INST STRAT CORPORATE ED ","PBDY","LEC","PBDP","P"
"BCHM-GS","Biochemistry (GS)","8323","Special Problems And Experimental Techniques","GS","IND","GRAD","P"
"MUKH","Keyboard Harmony","1131","Keyboard Harmony I","BLAIR","LAB","UGRD","P"
"ENED","English Education","3850","Individual Study in English Education","PBDY","IND","UGRD","P"
"HODI","H&amp;OD: International Leadership and Policy","3850","Readings and Research in International Leadership and Development","PBDY","IND","UGRD","IS"
"LPO","Leadership, Policy &amp; Organization","7860","Policy Analysis I","PBDY","LEC","PBDP","P"
"THTR","Theatre","1111","First-Year Writing Seminar","A&amp;S","FWS","UGRD","P"
"CREO","Haitian Creole Language","2201","Creole Intermediate I (Duke)","A&amp;S","LEC","UGRD","P"
"MUSL","Music Literature and History","2150","Music, Identity, and Diversity","BLAIR","LEC","UGRD","P"
"NURS","Nursing","5115","FOUND CLINCAL PRACTICE  ","NURS","CLN","NURS","ET"
"EECE","Electrical &amp; Computer Engineering","6341","ANALOG CIRCUITS         ","ENGIN","LEC","GRAD","P"
"PHYS","Physics","8160","General Relativity and Cosmology","A&amp;S","LEC","GRAD","P"
"BME","Biomedical Engineering","7310","ADV COMP MODELING BME   ","ENGIN","LEC","GRAD","P"
"LAW","Law","7111","Domestic Violence Law","LAW","LEC","LAW","P"
"NS-PC","Naval Science - Peabody","2410","Leadership and Management","PBDY","DRI","UGRD","P"
"MUSL","Music Literature and History","3226","The String Quartet","BLAIR","LEC","UGRD","P"
"FREN","French","7050","Applied French Linguistics","A&amp;S","LEC","GRAD","P"
"PSY-PC","Psychology-PC","7980"," R &amp; R PROFESSIONAL STD ","PBDY","INT","PBDP","ET"
"MUSE","Ensembles","2270","Baroque Chamber Music","BLAIR","PER","UGRD","P"
"PSCI","Political Science","2203","History of Modern Political Philosophy","A&amp;S","LEC","UGRD","P"
"DIV","Divinity","6730","History of Religion in America","DIV","LEC","DIV","P"
"ITA","Italian","3641","Contemporary Italian Cinema","A&amp;S","LEC","UGRD","P"
"HORN","Performance Instruction: Horn","4100","Horn (Musical Arts Juniors/Seniors)","BLAIR","PER","UGRD","P"
"MGRL","Managerial Studies","3300","Entrepreneurial Challenge","A&amp;S","LEC","UGRD","P"
"MGT","Management-OWEN","6311","MANAGERIAL ACCOUNTING   ","OGSM","LEC","GSM","P"
"PSCI","Political Science","8310","STUDIES IN COMP ANALYSIS","A&amp;S","LEC","GRAD","P"
"CLAS","Classics","1130","The Greek Myths","A&amp;S","LEC","UGRD","P"
"MGT","Management-OWEN","6565","Internet Marketing Strategy","OGSM","LEC","GSM","P"
"NS-PC","Naval Science - Peabody","2410","Organization and Management","PBDY","DRI","UGRD","P"
"LAW","Law","7126","AMERICAN LEGAL HISTORY  ","LAW","LEC","LAW","P"
"NURS","Nursing","5303","HLTH PROM IN DRUG THY   ","NURS","LEC","NURS","P"
"REL","Religion","6701","The History Of Christian Liturgy","GS","LEC","GRAD","P"
"MS-PC","Military Science-PC","4150","Leadership and Ethics","PBDY","LEC","UGRD","P"
